Store,Dept,Date,Region,Warehouse,Shipping_Mode,Order_Priority,Distance_km,Traffic_Index,Weekly_Sales,Actual_Delivery_Delay,Logistic_Delay_Probability,Decision_Tree_Delay_Probability,Random_Forest_Delay_Probability,Predicted_Delivery_Delay,Delay_Risk_Level
41,12,2010-08-20,West,Warehouse_W,Standard Class,Medium,1003,0.05797240589271176,5252.36,0,1.165260633934406e-09,0.0,0.0,0,Low Risk
31,95,2011-01-21,South,Warehouse_S,Standard Class,Critical,788,0.17228047436254396,105417.98,0,0.0006076127536951806,0.0,0.0,0,Low Risk
45,31,2010-08-20,West,Warehouse_W,Second Class,Medium,1090,0.06642223721170319,3561.23,0,2.763491938501959e-09,0.0,0.0,0,Low Risk
17,1,2011-09-09,Central,Warehouse_C,Second Class,High,446,0.44204014417884263,16268.59,1,0.9999897736633745,1.0,1.0,1,High Risk
1,45,2012-09-07,East,Warehouse_E,Standard Class,Low,98,0.45496883743296246,10.47,1,0.9999638020110098,1.0,1.0,1,High Risk
45,8,2010-04-23,West,Warehouse_W,Second Class,Critical,1125,0.10927117043964563,35323.61,0,2.0886421667229135e-06,0.0,0.0,0,Low Risk
32,31,2011-10-07,South,Warehouse_S,Standard Class,Medium,791,0.2096690816011026,2092.92,0,0.0007879959093118583,0.0,0.0,0,Low Risk
14,34,2011-11-11,Central,Warehouse_C,Standard Class,High,392,0.22631621142280878,19954.04,0,0.003811385336076865,0.0,0.0,0,Low Risk
39,11,2011-11-11,West,Warehouse_W,Standard Class,High,952,0.17928197951548713,19359.19,0,0.0005502274167688119,0.0,0.02,0,Low Risk
22,80,2011-09-09,Central,Warehouse_C,Second Class,Medium,556,0.47201647873833286,2132.62,1,0.9999919648165062,1.0,0.98,1,High Risk
27,10,2010-10-29,South,Warehouse_S,Standard Class,Critical,671,0.1398908479234287,35250.93,0,2.2819078361001993e-05,0.0,0.0,0,Low Risk
2,25,2011-06-10,East,Warehouse_E,Standard Class,High,121,0.2486556771886134,17671.59,0,0.02436699883858498,0.0,0.0,0,Low Risk
22,26,2012-10-05,Central,Warehouse_C,Second Class,High,586,0.3207349305020147,10912.96,1,0.9533446084918661,1.0,1.0,1,High Risk
3,52,2012-09-21,East,Warehouse_E,Second Class,Low,129,0.25375116182632595,1033.05,0,0.003975321608997239,0.0,0.0,0,Low Risk
20,5,2012-01-06,Central,Warehouse_C,Standard Class,Critical,535,0.21265354277435777,33881.98,0,0.0019507738398722451,0.0,0.0,0,Low Risk
19,28,2010-10-15,Central,Warehouse_C,Standard Class,Low,527,0.10926246255305377,1383.28,0,2.158325233059244e-08,0.0,0.0,0,Low Risk
3,28,2011-02-04,East,Warehouse_E,Second Class,Low,159,0.10662886083089596,284.5,0,1.179196718481163e-08,0.0,0.0,0,Low Risk
40,25,2012-08-17,West,Warehouse_W,Standard Class,Medium,995,0.2810471888966385,7051.15,1,0.23629723730423563,1.0,1.0,1,High Risk
6,52,2012-07-06,East,Warehouse_E,Standard Class,Medium,198,0.1564531513519333,3999.9,0,7.093462238974455e-07,0.0,0.0,0,Low Risk
29,33,2011-09-09,South,Warehouse_S,Second Class,Medium,732,0.4730989950904906,4021.85,1,0.9999989894487318,1.0,1.0,1,High Risk
26,32,2012-06-15,South,Warehouse_S,Standard Class,Medium,658,0.24808991340463887,4443.18,0,0.016046339074619012,0.0,0.0,0,Low Risk
20,49,2012-04-27,Central,Warehouse_C,Standard Class,Critical,555,0.3245103018083008,25545.92,1,0.9713254752844318,1.0,1.0,1,High Risk
27,36,2011-04-22,South,Warehouse_S,Standard Class,Medium,701,0.3229336917001809,2859.0,1,0.9238758733173142,1.0,1.0,1,High Risk
2,32,2010-10-01,East,Warehouse_E,Standard Class,High,106,0.03466483909440454,9692.44,0,1.930533454548618e-10,0.0,0.0,0,Low Risk
16,8,2010-10-01,Central,Warehouse_C,Second Class,High,458,0.06827263192796416,13785.45,0,4.3514685093227035e-09,0.0,0.0,0,Low Risk
17,12,2010-03-12,Central,Warehouse_C,Second Class,Medium,451,0.059357894597951204,7320.6,0,1.4449681457970242e-10,0.0,0.0,0,Low Risk
10,17,2011-07-01,East,Warehouse_E,Second Class,Critical,315,0.29025540354487095,22422.03,1,0.6152690477514606,1.0,1.0,1,High Risk
2,24,2010-10-15,East,Warehouse_E,Standard Class,Medium,116,0.05652579597399828,6924.63,0,9.815833944225448e-11,0.0,0.0,0,Low Risk
24,79,2011-07-22,South,Warehouse_S,Standard Class,Critical,647,0.3163096106391261,22425.7,1,0.9897771366211002,1.0,1.0,1,High Risk
21,67,2011-08-05,Central,Warehouse_C,Second Class,Medium,568,0.24787471062142344,3717.86,0,0.0025206635037792876,0.0,0.0,0,Low Risk
9,80,2011-03-04,East,Warehouse_E,Second Class,Low,257,0.1663879701270066,3.99,0,2.7051698291540614e-06,0.0,0.0,0,Low Risk
45,40,2011-05-06,West,Warehouse_W,Second Class,Critical,1085,0.3420696809100742,41501.68,1,0.9991744969163957,1.0,1.0,1,High Risk
36,95,2011-08-12,West,Warehouse_W,Standard Class,Critical,903,0.2560748386379705,44609.41,0,0.3234623799458022,0.0,0.0,0,Low Risk
8,8,2012-02-03,East,Warehouse_E,Standard Class,Critical,274,0.19733748289424108,28836.18,0,0.0004896446675435969,0.0,0.0,0,Low Risk
28,95,2010-12-03,South,Warehouse_S,Standard Class,Critical,719,0.1671732241375301,87761.11,0,0.0003152494053581689,0.0,0.0,0,Low Risk
26,56,2011-04-08,South,Warehouse_S,Standard Class,Low,678,0.2541136124577005,2015.35,0,0.04185345484934684,0.0,0.0,0,Low Risk
40,13,2010-11-19,West,Warehouse_W,Standard Class,High,985,0.12582962905936015,19454.59,0,5.69286525765837e-06,0.0,0.0,0,Low Risk
42,32,2010-02-12,West,Warehouse_W,Same Day,Low,1176,0.2742150669877948,24.0,0,0.04505096396046993,0.0,0.0,0,Low Risk
25,16,2011-09-30,South,Warehouse_S,Second Class,Medium,655,0.24149343085855826,6221.12,0,0.00841220201116302,0.0,0.0,0,Low Risk
5,27,2010-09-24,East,Warehouse_E,Second Class,Low,200,0.033417819989666926,171.5,0,2.2261280508243383e-11,0.0,0.0,0,Low Risk
12,94,2011-09-30,Central,Warehouse_C,Second Class,Low,346,0.2844373185287543,27.16,0,0.050975283486705616,0.0,0.0,0,Low Risk
38,7,2012-06-08,West,Warehouse_W,Same Day,Low,1109,0.3300164477157343,530.74,1,0.9677408659471547,1.0,1.0,1,High Risk
9,21,2010-10-22,East,Warehouse_E,Second Class,Medium,262,0.05532650825430591,3082.89,0,1.1523666065350137e-10,0.0,0.0,0,Low Risk
34,87,2012-05-11,South,Warehouse_S,Standard Class,Medium,867,0.2498612522307153,6835.07,0,0.030698194068078027,0.0,0.0,0,Low Risk
45,93,2011-07-15,West,Warehouse_W,Second Class,Medium,1100,0.2624983371356427,2658.8,0,0.06769748927449303,0.0,0.0,0,Low Risk
31,30,2011-07-29,South,Warehouse_S,Standard Class,Medium,763,0.2471696724338193,3186.9,0,0.018955048848339463,0.0,0.0,0,Low Risk
45,97,2010-04-30,West,Warehouse_W,Second Class,Medium,1120,0.09583264646393443,5225.29,0,3.856505195629074e-08,0.0,0.0,0,Low Risk
11,34,2012-09-28,East,Warehouse_E,Standard Class,High,323,0.2509364175883261,15356.6,0,0.04693653275530287,0.0,0.0,0,Low Risk
33,35,2011-10-14,South,Warehouse_S,Standard Class,Low,834,0.24856720234308308,30.0,0,0.03758274670676331,0.0,0.0,0,Low Risk
10,83,2011-06-03,East,Warehouse_E,Second Class,Low,295,0.28779321387688883,288.04,0,0.10307884820058041,0.0,0.0,0,Low Risk
16,22,2012-09-07,Central,Warehouse_C,Second Class,Medium,428,0.43205308457201946,6883.07,1,0.9996503164591198,1.0,1.0,1,High Risk
19,11,2011-03-25,Central,Warehouse_C,Standard Class,High,492,0.27515158772354803,14598.95,0,0.2517356510320728,0.0,0.0,0,Low Risk
32,9,2010-05-07,South,Warehouse_S,Standard Class,High,831,0.07137518709028079,15003.17,0,7.146878175951131e-08,0.0,0.0,0,Low Risk
13,22,2012-02-10,Central,Warehouse_C,Standard Class,High,359,0.3419629536291095,17532.85,1,0.934166076181055,1.0,1.0,1,High Risk
40,26,2010-12-10,West,Warehouse_W,Standard Class,Medium,1000,0.13853076787059887,5947.03,0,1.283904114420434e-06,0.0,0.0,0,Low Risk
31,44,2012-02-24,South,Warehouse_S,Standard Class,Medium,783,0.22116859954154036,2226.73,0,0.0021005174454712225,0.0,0.0,0,Low Risk
18,56,2012-06-08,Central,Warehouse_C,Second Class,High,494,0.26403756882203905,10241.51,0,0.10527825541932392,0.0,0.0,0,Low Risk
23,22,2011-10-07,Central,Warehouse_C,Second Class,Critical,589,0.25108418684326983,27156.03,0,0.05428626262751393,0.0,0.0,0,Low Risk
44,42,2011-09-30,West,Warehouse_W,Same Day,Low,1222,0.23356073236179783,71.17,0,0.008824252860685064,0.0,0.0,0,Low Risk
37,3,2011-06-10,West,Warehouse_W,Same Day,Low,1066,0.23908953491119664,976.56,0,0.009818227705931175,0.0,0.0,0,Low Risk
26,91,2010-09-24,South,Warehouse_S,Standard Class,Critical,653,0.07146952886592661,33704.23,0,5.6487812465381225e-08,0.0,0.0,0,Low Risk
16,2,2010-02-12,Central,Warehouse_C,Second Class,Critical,428,0.23617735104711252,23174.16,0,0.0018106869344371942,0.0,0.0,0,Low Risk
31,60,2011-07-22,South,Warehouse_S,Standard Class,Low,763,0.2393328685478289,352.0,0,0.014533833990904374,0.0,0.0,0,Low Risk
38,81,2011-02-11,West,Warehouse_W,Same Day,High,1079,0.3906128988453553,9755.68,1,0.999881802178932,1.0,1.0,1,High Risk
13,91,2012-08-24,Central,Warehouse_C,Standard Class,Critical,354,0.271206039336141,80110.03,0,0.18873250000274613,0.0,0.0,0,Low Risk
25,83,2011-05-20,South,Warehouse_S,Second Class,Low,640,0.3215887177977532,161.98,1,0.9287460134064494,1.0,1.0,1,High Risk
24,4,2011-03-25,South,Warehouse_S,Standard Class,Critical,622,0.2812755293509897,25286.58,1,0.8132740089257237,1.0,1.0,1,High Risk
16,13,2011-04-08,Central,Warehouse_C,Second Class,High,433,0.22276634374821755,13059.25,0,0.0028123932960455165,0.0,0.0,0,Low Risk
41,45,2010-09-03,West,Warehouse_W,Standard Class,Low,1018,0.06318924687300408,17.41,0,2.8538595359587106e-09,0.0,0.0,0,Low Risk
26,72,2012-06-08,South,Warehouse_S,Standard Class,Critical,658,0.28134864537209725,40453.16,1,0.8325596868092606,1.0,1.0,1,High Risk
20,3,2011-11-11,Central,Warehouse_C,Standard Class,High,525,0.22180431801333608,12079.79,0,0.0034749824589515267,0.0,0.0,0,Low Risk
15,9,2010-12-24,Central,Warehouse_C,Second Class,Critical,440,0.1861493592709104,27147.36,0,0.0001409246278733711,0.0,0.0,0,Low Risk
3,17,2012-01-27,East,Warehouse_E,Second Class,Low,154,0.16795662399188252,2042.15,0,2.432420057619289e-06,0.0,0.0,0,Low Risk
24,67,2011-04-08,South,Warehouse_S,Standard Class,High,637,0.2931073194274612,8862.84,1,0.9135519436264359,1.0,1.0,1,High Risk
18,59,2011-07-08,Central,Warehouse_C,Second Class,Low,509,0.2659587918056832,304.21,0,0.015692104786649105,0.0,0.0,0,Low Risk
2,55,2012-01-06,East,Warehouse_E,Standard Class,High,121,0.14641724924085744,10967.09,0,3.358570983356923e-06,0.0,0.0,0,Low Risk
8,14,2010-08-13,East,Warehouse_E,Standard Class,High,254,0.052888914024429794,10370.29,0,1.3488810238060272e-09,0.0,0.0,0,Low Risk
26,67,2011-03-25,South,Warehouse_S,Standard Class,Medium,683,0.23655565643502727,4948.23,0,0.006316344248155796,0.0,0.0,0,Low Risk
29,79,2010-12-10,South,Warehouse_S,Second Class,High,762,0.13989119748960263,8321.28,0,2.1397461969138144e-05,0.0,0.0,0,Low Risk
33,13,2011-02-25,South,Warehouse_S,Standard Class,Medium,824,0.19261189056813158,7298.72,0,0.0001961298952766889,0.0,0.0,0,Low Risk
34,29,2011-12-02,South,Warehouse_S,Standard Class,Medium,877,0.14575651856149582,3168.84,0,3.7380705030402867e-06,0.0,0.0,0,Low Risk
29,11,2010-04-16,South,Warehouse_S,Second Class,Medium,722,0.08932675261532887,6461.84,0,1.7710984790855066e-08,0.0,0.0,0,Low Risk
40,34,2011-05-06,West,Warehouse_W,Standard Class,High,990,0.32986817367540816,9015.56,1,0.996543208237466,1.0,1.0,1,High Risk
22,13,2012-03-02,Central,Warehouse_C,Second Class,Critical,571,0.29668716608315254,38893.03,1,0.7498476333291474,1.0,1.0,1,High Risk
8,54,2010-12-10,East,Warehouse_E,Standard Class,Low,254,0.07722504412628473,30.92,0,1.238325640201414e-09,0.0,0.0,0,Low Risk
8,74,2010-06-18,East,Warehouse_E,Standard Class,High,254,0.040344071172830495,7712.67,0,4.4965695329912574e-10,0.0,0.0,0,Low Risk
16,35,2012-10-26,Central,Warehouse_C,Second Class,Low,443,0.24617321083954716,48.88,0,0.00242345837518974,0.0,0.0,0,Low Risk
22,28,2011-01-14,Central,Warehouse_C,Second Class,Low,596,0.15220133756431098,776.47,0,9.8845706237803e-07,0.0,0.0,0,Low Risk
21,85,2011-01-14,Central,Warehouse_C,Second Class,Low,558,0.10599534680486387,1277.34,0,1.6201560026241743e-08,0.0,0.0,0,Low Risk
16,42,2010-12-17,Central,Warehouse_C,Second Class,Medium,428,0.06569468246696702,2641.23,0,2.3442468915993823e-10,0.0,0.0,0,Low Risk
30,79,2012-10-26,South,Warehouse_S,Same Day,Medium,935,0.21343549286924518,5868.19,0,0.0010853794171128358,0.0,0.0,0,Low Risk
24,40,2010-07-30,South,Warehouse_S,Standard Class,Critical,602,0.12162000889932839,46382.75,0,4.056902302574796e-06,0.0,0.0,0,Low Risk
14,31,2010-11-12,Central,Warehouse_C,Standard Class,Medium,377,0.09716488272845603,4052.9,0,3.475106541880127e-09,0.0,0.0,0,Low Risk
38,12,2011-03-18,West,Warehouse_W,Same Day,Low,1084,0.24737191411169615,42.42,0,0.020795714505595482,0.0,0.0,0,Low Risk
4,71,2011-04-22,East,Warehouse_E,Standard Class,Medium,147,0.26864681799845946,6044.64,0,0.010842059891718612,0.0,0.0,0,Low Risk
8,2,2010-09-24,East,Warehouse_E,Standard Class,Critical,244,0.052363131062779025,33235.25,0,1.5303787275108758e-09,0.0,0.0,0,Low Risk
16,82,2012-07-27,Central,Warehouse_C,Second Class,High,428,0.2286172186111441,9980.06,0,0.004578467525802997,0.0,0.0,0,Low Risk
34,37,2012-06-01,South,Warehouse_S,Standard Class,Medium,867,0.2068026049338281,2336.44,0,0.0007378801693348682,0.0,0.0,0,Low Risk
17,30,2011-07-29,Central,Warehouse_C,Second Class,Medium,441,0.22532413064453485,2833.92,0,0.0002608719176091088,0.0,0.0,0,Low Risk
39,71,2012-03-16,West,Warehouse_W,Standard Class,High,952,0.26032007712518945,7950.59,0,0.3816929223600621,0.0,0.0,0,Low Risk
1,58,2010-02-05,East,Warehouse_E,Standard Class,High,113,0.027287822315575232,7659.97,0,1.0278142777612811e-10,0.0,0.0,0,Low Risk
42,95,2010-11-12,West,Warehouse_W,Same Day,Critical,1191,0.16956137114840816,60801.77,0,0.000372668571636655,0.0,0.0,0,Low Risk
16,7,2012-03-16,Central,Warehouse_C,Second Class,High,453,0.2124788100281256,11193.44,0,0.0012017268737061094,0.0,0.0,0,Low Risk
17,29,2010-04-30,Central,Warehouse_C,Second Class,Medium,486,0.09814916301090477,2273.25,0,4.537084629196545e-09,0.0,0.0,0,Low Risk
27,96,2012-09-07,South,Warehouse_S,Standard Class,Critical,701,0.5384750864258155,24736.01,1,0.9999999997896682,1.0,1.0,1,High Risk
38,28,2010-07-23,West,Warehouse_W,Same Day,Low,1114,0.13115882781918073,76.24,0,9.259526109019994e-07,0.0,0.0,0,Low Risk
29,87,2012-03-16,South,Warehouse_S,Second Class,High,752,0.28710186605218624,8174.82,1,0.8842696725656755,1.0,1.0,1,High Risk
14,3,2010-04-30,Central,Warehouse_C,Standard Class,High,387,0.09975655121924977,12073.37,0,6.10486922746222e-08,0.0,0.0,0,Low Risk
16,79,2010-05-07,Central,Warehouse_C,Second Class,Medium,463,0.06531452685575172,4425.98,0,2.4789000439849404e-10,0.0,0.0,0,Low Risk
13,72,2010-04-23,Central,Warehouse_C,Standard Class,Critical,359,0.1310636649807142,61465.04,0,1.1340158645442648e-06,0.0,0.0,0,Low Risk
35,32,2011-05-27,South,Warehouse_S,Second Class,Medium,865,0.30962151532772736,6206.83,1,0.8408525048750219,1.0,1.0,1,High Risk
3,51,2011-01-28,East,Warehouse_E,Second Class,Low,124,0.11067481111126334,0.96,0,1.540144432094234e-08,0.0,0.0,0,Low Risk
32,17,2010-02-12,South,Warehouse_S,Standard Class,High,821,0.22859485467810015,9941.03,0,0.010258322772350722,0.0,0.0,0,Low Risk
40,93,2012-08-31,West,Warehouse_W,Standard Class,Critical,985,0.30314533896738466,30228.58,1,0.9712038005887752,1.0,1.0,1,High Risk
30,90,2010-11-12,South,Warehouse_S,Same Day,Critical,890,0.072650958993173,32268.65,0,7.670976859873688e-08,0.0,0.0,0,Low Risk
22,23,2010-07-02,Central,Warehouse_C,Second Class,Critical,571,0.09244610894362236,36387.86,0,5.691902849436283e-08,0.0,0.0,0,Low Risk
24,54,2011-04-29,South,Warehouse_S,Standard Class,Low,622,0.33254426027001643,45.92,1,0.9721904074184665,1.0,1.0,1,High Risk
32,10,2010-04-23,South,Warehouse_S,Standard Class,High,786,0.0739045738090513,17668.79,0,8.047177097710127e-08,0.0,0.0,0,Low Risk
40,8,2010-12-17,West,Warehouse_W,Standard Class,Critical,1010,0.15733476470648436,36315.95,0,0.00011232144020386903,0.0,0.0,0,Low Risk
7,97,2012-09-07,East,Warehouse_E,Second Class,Medium,246,0.43069789211284204,4517.96,1,0.9996600817934391,1.0,1.0,1,High Risk
7,56,2010-02-12,East,Warehouse_E,Second Class,Low,241,0.22345402650493065,969.15,0,6.443446032407385e-05,0.0,0.0,0,Low Risk
40,98,2012-05-25,West,Warehouse_W,Standard Class,Medium,1010,0.2826737718791899,6392.46,1,0.2695066479626801,1.0,1.0,1,High Risk
20,98,2011-05-20,Central,Warehouse_C,Standard Class,High,550,0.33161383926161386,17658.03,1,0.9815046869104661,1.0,1.0,1,High Risk
6,24,2011-03-11,East,Warehouse_E,Standard Class,Medium,208,0.20401087369032259,5858.1,0,4.578228262868893e-05,0.0,0.0,0,Low Risk
39,13,2012-06-15,West,Warehouse_W,Standard Class,Critical,962,0.22028330795967196,57340.17,0,0.02466724281830524,0.0,0.0,0,Low Risk
36,11,2012-07-13,West,Warehouse_W,Standard Class,Low,883,0.1579108898477322,248.59,0,7.837990796135926e-06,0.0,0.0,0,Low Risk
9,30,2010-02-26,East,Warehouse_E,Second Class,Low,257,0.02180476235882186,1938.0,0,9.338622408934634e-12,0.0,0.0,0,Low Risk
29,97,2011-03-04,South,Warehouse_S,Second Class,Low,752,0.1974135936499379,2038.75,0,0.0003478351885886147,0.0,0.0,0,Low Risk
34,45,2012-01-13,South,Warehouse_S,Standard Class,Low,857,0.1613825225743897,11.97,0,2.0929885368082294e-05,0.0,0.0,0,Low Risk
20,55,2012-05-18,Central,Warehouse_C,Standard Class,High,535,0.28534460462367267,11753.14,1,0.4734720082173037,1.0,1.0,1,High Risk
18,44,2011-07-01,Central,Warehouse_C,Second Class,Medium,484,0.27480344527173395,4898.03,0,0.02111075769916604,0.0,0.0,0,Low Risk
30,79,2012-06-22,South,Warehouse_S,Same Day,Medium,935,0.1812986460182507,5741.28,0,6.627723538653106e-05,0.0,0.0,0,Low Risk
8,3,2012-03-16,East,Warehouse_E,Standard Class,Medium,249,0.2589104560213835,5490.49,0,0.005961543407957641,0.0,0.0,0,Low Risk
45,10,2012-06-08,West,Warehouse_W,Second Class,High,1085,0.25463259966575935,13763.15,0,0.3276655193774858,0.0,0.0,0,Low Risk
36,80,2011-06-03,West,Warehouse_W,Standard Class,Critical,878,0.2593222892865563,21597.95,0,0.36001900119898966,0.0,0.0,0,Low Risk
33,20,2012-07-13,South,Warehouse_S,Standard Class,Low,809,0.25361045600131726,88.0,0,0.05395683767347866,0.0,0.0,0,Low Risk
29,71,2012-06-01,South,Warehouse_S,Second Class,Low,722,0.26976693522928386,2053.85,0,0.1493756624347266,0.0,0.0,0,Low Risk
37,56,2012-06-29,West,Warehouse_W,Same Day,Low,1081,0.16599519616156466,18.0,0,1.7722923256872806e-05,0.0,0.0,0,Low Risk
6,51,2010-02-12,East,Warehouse_E,Standard Class,Low,193,0.21811579219010876,46.6,0,3.886278114213459e-05,0.0,0.0,0,Low Risk
21,8,2012-10-19,Central,Warehouse_C,Second Class,High,573,0.23668023716887626,15657.96,0,0.013174784549690587,0.0,0.0,0,Low Risk
19,83,2010-05-07,Central,Warehouse_C,Standard Class,Medium,502,0.13066954196026156,5167.97,0,8.693287838970608e-08,0.0,0.0,0,Low Risk
39,60,2012-03-02,West,Warehouse_W,Standard Class,Low,947,0.23520123283196573,486.0,0,0.007569705476836842,0.0,0.0,0,Low Risk
32,82,2011-10-28,South,Warehouse_S,Standard Class,High,796,0.2294310052077732,18395.17,0,0.05865845817718952,0.0,0.0,0,Low Risk
44,80,2012-06-22,West,Warehouse_W,Same Day,Medium,1212,0.25961991407236285,5679.42,0,0.05302629167731742,0.0,0.0,0,Low Risk
12,6,2012-03-30,Central,Warehouse_C,Second Class,Medium,356,0.3715740929130188,6256.97,0,0.9863399916906296,0.0,0.0,0,Low Risk
23,58,2010-05-07,Central,Warehouse_C,Second Class,Low,619,0.10538119683297684,905.0,0,1.7771844587674147e-08,0.0,0.0,0,Low Risk
16,40,2012-08-17,Central,Warehouse_C,Second Class,Critical,418,0.23570830383238983,31099.16,0,0.009978631947869498,0.0,0.0,0,Low Risk
41,35,2012-01-20,West,Warehouse_W,Standard Class,Low,1018,0.12046164964005969,1342.69,0,4.181843740437162e-07,0.0,0.0,0,Low Risk
27,83,2011-06-17,South,Warehouse_S,Standard Class,High,686,0.3114694045125758,8032.83,1,0.9832343335765051,1.0,1.0,1,High Risk
34,34,2011-07-15,South,Warehouse_S,Standard Class,Medium,852,0.2247917968351758,5752.06,0,0.00342630609659953,0.0,0.0,0,Low Risk
35,74,2010-04-30,South,Warehouse_S,Second Class,Critical,875,0.10827068331400053,26932.41,0,2.1573592031986447e-06,0.0,0.0,0,Low Risk
33,9,2011-06-17,South,Warehouse_S,Standard Class,Low,854,0.2961130053792137,118.68,1,0.7196857605594613,1.0,1.0,1,High Risk
17,55,2010-09-03,Central,Warehouse_C,Second Class,High,466,0.08662053803836645,7684.54,0,2.1554014101076316e-08,0.0,0.0,0,Low Risk
6,52,2010-09-17,East,Warehouse_E,Standard Class,Medium,198,0.0270558438525329,3757.68,0,9.128460016851068e-12,0.0,0.0,0,Low Risk
6,30,2011-11-25,East,Warehouse_E,Standard Class,Medium,188,0.3586047431981058,4607.21,0,0.8389450411237024,0.0,0.0,0,Low Risk
13,79,2012-06-22,Central,Warehouse_C,Standard Class,Critical,394,0.28598916277628755,51699.58,1,0.4627479771213859,1.0,1.0,1,High Risk
24,59,2010-03-26,South,Warehouse_S,Standard Class,Low,647,0.10153236827020516,483.33,0,6.914960864920557e-08,0.0,0.0,0,Low Risk
29,82,2012-05-04,South,Warehouse_S,Second Class,High,727,0.31269621050519836,9474.39,1,0.9852821337486821,1.0,1.0,1,High Risk
41,31,2011-07-01,West,Warehouse_W,Standard Class,Low,998,0.22929425514443819,1718.56,0,0.005147974703069208,0.0,0.0,0,Low Risk
18,10,2012-08-17,Central,Warehouse_C,Second Class,High,464,0.28529953347826237,14472.43,1,0.4131470336721119,1.0,1.0,1,High Risk
29,72,2011-08-19,South,Warehouse_S,Second Class,Critical,727,0.28599542094952296,22681.78,1,0.8860869116662254,1.0,1.0,1,High Risk
16,55,2011-11-25,Central,Warehouse_C,Second Class,Critical,443,0.40550606144544793,20708.56,1,0.9997866509855445,1.0,1.0,1,High Risk
28,55,2010-03-05,South,Warehouse_S,Standard Class,High,719,0.1154454376023164,16370.86,0,2.5351934038647755e-06,0.0,0.0,0,Low Risk
